,Class,Lipid,"log2 Fold-Change, brain region 1","log2 Fold-Change, brain region 2",color
78,PE O-,PE O-39:5|PE O-17:1_22:4,-0.0745603771167609,-0.0166255484335522,#e6beff
79,PE,PE 38:4|PE 18:0_20:4,-0.0778623085023398,0.0357856617513903,#4363d8
80,PE,PE 38:4|PE 16:0_22:4,-0.0726715976057157,0.0605684690232025,#4363d8
81,PG,PG 36:5|PG 16:1_20:4,0.144517903001759,-0.0492871524035259,#42d4f4
82,PE,PE 37:4;O|PE 20:3_17:1;O,-0.0087148349303412,0.0234812389986487,#4363d8
83,PE,PE 38:3|PE 18:0_20:3,-0.102133817202795,-0.0222015799610737,#4363d8
84,PE,PE 38:3|PE 18:0_20:3,0.366307411562371,0.212443754554137,#4363d8
85,PG,PG 36:4|PG 16:0_20:4,-0.0859670895344529,-0.0239163460113154,#42d4f4
86,PG,PG 36:4|PG 18:2_18:2,-0.389452080178842,-0.282992106794634,#42d4f4
87,PE O-,PE O-40:9|PE O-18:3_22:6,-0.13910471702135,-0.0425320341974107,#e6beff
88,PE,PE 38:2|PE 18:1_20:1,0.655236967286765,-0.117925007566946,#4363d8
89,PE,PE 38:2|PE 18:1_20:1,0.246219220711012,0.0704293457517657,#4363d8
90,PE,PE 38:2|PE 18:0_20:2,0.31970394952814,-0.079885278177148,#4363d8
91,HexCer,HexCer 36:2;O2,0.131583051561368,0.00324185154573442,#fabebe
92,PG,PG 36:3|PG 18:1_18:2,-0.0185442142062584,-0.0454787305994024,#42d4f4
93,PE O-,PE O-40:8|PE O-18:2_22:6,-0.0826674108603953,0.0591793563959264,#e6beff
94,PE,PE 38:1|PE 18:0_20:1,0.14149782346756,0.0610989652774592,#4363d8
95,PG,PG 36:2|PG 18:1_18:1,0.471567116368181,-0.077363036647899,#42d4f4
96,PG,PG 36:2|PG 18:1_18:1,0.0711702687058953,0.105420635370319,#42d4f4
97,PG,PG 36:2|PG 18:1_18:1,0.337297994875591,0.00402143847979275,#42d4f4
98,SM,SM 36:2;O2,-0.0295349642026466,0.105596988559199,green
99,PC,PC 31:3;O|PC 16:2_15:1;O,-0.0226738512293956,-0.751268984137923,#f032e6
100,PC,PC 32:2|PC 14:0_18:2,-0.270379820280603,-0.0368614235445115,#f032e6
101,PE O-,PE O-40:7|PE O-18:1_22:6,-0.169906440942437,0.00412559816180291,#e6beff
102,PE O-,PE O-40:7|PE O-18:1_22:6,-0.185037521140998,-0.129058829832474,#e6beff
103,SM,SM 36:1;O2,-0.134919595717907,-0.02470929277629,green
104,PE,PE 39:6|PE 17:0_22:6,-0.147399062818852,-0.0282855697206124,#4363d8
105,PC,PC 32:1|PC 16:0_16:1,0.0379087354514098,0.0710581771459431,#f032e6
106,PC,PC 32:1|PC 16:0_16:1,0.0864807013482078,0.0946473898676388,#f032e6
107,PE O-,PE O-40:6|PE O-18:1_22:5,0.069228145764697,0.166776432138946,#e6beff
108,PE O-,PE O-40:6|PE O-18:0_22:6,0.210706140644927,0.0875204874603206,#e6beff
109,SHexCer,SHexCer 34:1;O2,0.134553525242602,-0.0928845296640191,#469990
110,PC,PC 31:1;O|PC 16:0_15:1;O,0.154818674389887,0.295907751385293,#f032e6
111,PC,PC 32:0|PC 16:0_16:0,-0.0839698692719892,0.0200927729112621,#f032e6
112,PE O-,PE O-40:5|PE O-18:1_22:4,-0.104352374523049,-0.0280161089174129,#e6beff
113,PE O-,PE O-40:5|PE O-16:1_24:4,-0.0220283181460346,0.0184358599797783,#e6beff
114,PE,PE 39:4|PE 17:0_22:4,0.11197539157175,-0.260409166260121,#4363d8
115,PE O-,PE O-40:4|PE O-18:0_22:4,-0.223089779469177,-0.230258395312447,#e6beff
116,PE,PE 40:8|PE 18:2_22:6,-0.0475622310202155,-0.0666301037070909,#4363d8
117,PE,PE 40:8|PE 18:2_22:6,-0.167295304830034,-0.109789346156859,#4363d8
119,PE,PE 40:7|PE 18:1_22:6,-0.0812291697126497,0.0526823373645513,#4363d8
120,PC,PC 33:2|PC 15:0_18:2,0.0956524988105052,-0.254825749101641,#f032e6
121,PE O-,PE O-41:7|PE O-19:1_22:6,-0.180607006412519,0.00130444179726297,#e6beff
123,PE,PE 39:7;O|PE 22:5_17:2;O,-0.0226404536149261,0.0662783393270914,#4363d8
124,PE,PE 40:6|PE 18:0_22:6,-0.1481421607728,0.0321783819696435,#4363d8
125,PE,PE 40:6|PE 18:0_22:6,-0.0932972237758491,-0.0469235597452453,#4363d8
126,PC,PC 33:1|PC 16:0_17:1,-0.0801929951707585,-0.0204708467051198,#f032e6
127,PC O-,PC O-34:1|PC O-18:1_16:0,-0.0463776172923644,-0.127166803710455,#bfef45
128,PC O-,PC O-34:1|PC O-16:0_18:1,0.104441293665015,-0.15685664351577,#bfef45
129,PC O-,PC O-34:1|PC O-18:1_16:0,-0.036587051263048,-0.13683452059016,#bfef45
130,PE,PE 40:5|PE 18:0_22:5,0.0536251906779377,0.177946983363785,#4363d8
131,PE,PE 40:5|PE 18:1_22:4,-0.0115393077373618,0.1098726093566,#4363d8
132,PE,PE 40:5|PE 20:1_20:4,0.223842891624745,-0.0135899243005966,#4363d8
133,PC,PC 33:0|PC 16:0_17:0,-0.0308081914235068,0.0304459347649342,#f032e6
134,PC O-,PC O-34:0|PC O-18:0_16:0,-0.0950083041650807,-0.179478487905524,#bfef45
135,PG,PG 38:6|PG 16:0_22:6,-0.0346840857628656,0.00845476105387633,#42d4f4
136,PG,PG 38:6|PG 18:2_20:4,-0.164600472438075,-0.269565308066571,#42d4f4
137,PE,PE 39:5;O|PE 22:4_17:1;O,0.0253068668515652,-0.095305827884598,#4363d8
138,PE,PE 40:4|PE 18:0_22:4,0.0285044134605208,-0.00896976785214321,#4363d8
139,PE,PE 40:4|PE 18:0_22:4,-0.141780988886214,0.0181357013966483,#4363d8
140,PE,PE 40:4|PE 18:0_22:4,-0.485158111562583,-0.0344663945783559,#4363d8
141,PG,PG 38:5|PG 18:1_20:4,-0.0845144875744133,0.0445961645362516,#42d4f4
143,PG,PG 38:4|PG 18:0_20:4,-0.0807463937073933,0.00350431906590387,#42d4f4
144,PG,PG 38:4|PG 18:1_20:3,0.105901343165883,0.38055971425613,#42d4f4
145,PE,PE 40:2|PE 18:1_22:1,0.309061789496074,0.0642193875362906,#4363d8
146,PC,PC 34:3|PC 16:1_18:2,-0.0655527598177486,-0.0760183461962001,#f032e6
147,PE O-,PE O-42:8|PE O-20:2_22:6,-0.0515286087724682,0.0801218134783142,#e6beff
148,PE,PE 40:1|PE 22:0_18:1,0.00124290128424676,-0.253751830318159,#4363d8
149,HexCer,HexCer 38:1;O2,0.221577118250451,-0.139737837202393,#fabebe
151,PC,PC 34:2|PC 16:0_18:2,-0.0875932212761477,-0.0304108161036716,#f032e6
152,PE O-,PE O-42:7|PE O-18:1_24:6,-0.154126267724429,-0.0538463239784797,#e6beff
153,PE O-,PE O-42:7|PE O-20:1_22:6,-0.142000751660085,-0.028264825104074,#e6beff
154,SM,SM 38:1;O2,-0.133088844357218,-0.010671715854091,green
155,PE,PE 39:8;O2|PE 22:6_17:2;O2,0.0600553280338261,0.142954538800058,#4363d8
156,SHexCer,SHexCer 36:2;O2,0.0149678858211821,-0.0397389409603051,#469990
157,PC,PC 34:1|PC 16:0_18:1,-0.0653929449628734,0.0444305775914273,#f032e6
158,PE O-,PE O-42:6|PE O-18:1_24:5,-0.00676522593256834,0.0543071442448912,#e6beff
159,SHexCer,SHexCer 36:1;O2,0.116971238120815,-0.265772997510552,#469990
160,PC,PC 34:0|PC 16:0_18:0,-0.103663823731686,-0.0598326150830637,#f032e6
161,PE O-,PE O-42:5|PE O-18:1_24:4,-0.0708190701921332,-0.0341842022344352,#e6beff
162,PE,PE 42:10|PE 20:4_22:6,-0.08732451204299,-0.0704960799947045,#4363d8
163,PC O-,PC O-36:5|PC O-16:1_20:4,-0.0605385937397394,-0.0208041520283508,#bfef45
164,PE,PE 42:9|PE 20:3_22:6,-0.154975873413576,-0.16704964651807,#4363d8
165,PC,PC 35:4|PC 15:0_20:4,-0.0762161404651884,-0.0784098346282107,#f032e6
166,PC O-,PC O-36:4|PC O-16:0_20:4,-0.171831438286741,-0.221430718321944,#bfef45
167,PE,PE 42:8|PE 20:4_22:4,-0.0571183058992126,-0.0696664114348202,#4363d8
168,PC O-,PC O-36:3|PC O-18:2_18:1,0.22326681435549,-0.0792601262368109,#bfef45
169,PE,PE 41:1|PE 23:0_18:1,-0.0212786503401468,-0.0926292629464704,#4363d8
170,PE,PE 42:7|PE 20:1_22:6,-0.0894798268920773,0.118342711449746,#4363d8
171,PC,PC 35:2|PC 17:1_18:1,-0.153057181459477,-0.00939383765866353,#f032e6
172,PC O-,PC O-36:2|PC O-18:1_18:1,0.146996578883961,-0.134038811805588,#bfef45
173,PC O-,PC O-36:2|PC O-18:1_18:1,0.0805379143632905,-0.0415396447753267,#bfef45
174,PG,PG 40:8|PG 20:4_20:4,-0.145398281298068,-0.167455808805787,#42d4f4
175,PG,PG O-40:1|PG O-20:1_20:0,0.317656161078251,-0.127509749048166,#42d4f4
176,PC,PC 35:1|PC 17:0_18:1,0.0301109343608594,-0.0167665771587799,#f032e6
177,PC O-,PC O-36:1|PC O-18:0_18:1,0.0718821621156529,-0.235061682329597,#bfef45
179,PC,PC 35:0|PC 17:0_18:0,-0.10037501557898,-0.0504109717748875,#f032e6
180,SHexCer,SHexCer 36:1;O3,-0.124049073461709,-0.238549942492551,#469990
181,PE,PE 42:4|PE 18:0_24:4,-0.0659393227479583,0.00329806892339946,#4363d8
182,PC,PC 36:5|PC 16:1_20:4,-0.243468758358954,-0.0148433541395079,#f032e6
183,PC,PC 36:4|PC 16:0_20:4,-0.0962718881110867,0.031185990515926,#f032e6
184,PC,PC 36:4|PC 18:2_18:2,-0.00381286543420245,-0.136826941295897,#f032e6
185,PE,PE 42:2|PE 18:1_24:1,0.258200682124915,0.0488320091753707,#4363d8
186,PC,PC 36:3,0.0357610595449778,-0.13060647053733,#f032e6
187,PC,PC 36:3|PC 18:1_18:2,-0.202999035571899,0.00954131794986779,#f032e6
188,PE,PE 42:1|PE 24:0_18:1,0.022189013141162,-0.244080774110021,#4363d8
190,SM,SM 40:2;O2,0.46344964393775,0.0362622992037451,green
191,PC,PC 36:2|PC 18:1_18:1,0.0122850222902109,0.102905261000018,#f032e6
192,PC,PC 36:2|PC 18:0_18:2,0.00886313129126037,0.020621804837333,#f032e6
193,PC,PC 36:1|PC 18:0_18:1,-0.103507779342241,0.322798609925574,#f032e6
194,PC,PC 36:1|PC 18:0_18:1,0.0124889308985843,0.0188092574366898,#f032e6
195,PE,PE 44:12|PE 22:6_22:6,-0.14221172273681,-0.0203971311915403,#4363d8
196,PS,PS 40:6|PS 18:0_22:6,-0.237256753263239,-0.109038097869394,#9A6324
197,PS,PS 40:6|PS 18:0_22:6,-0.0245876456839511,0.0681084203468139,#9A6324
198,SHexCer,SHexCer 38:1;O2,0.210988723432848,-0.642792380645492,#469990
199,PE,PE 44:11|PE 22:5_22:6,0.118891435203221,0.216110394243259,#4363d8
200,PE,PE 44:11|PE 22:5_22:6,-0.287700816704103,-0.370735079994258,#4363d8
201,PC O-,PC O-38:6|PC O-16:0_22:6,-0.214489505343035,-0.11679273258834,#bfef45
202,PE,PE 40:6;O3|PE 22:6_18:0;O3,-0.0927892214369699,-0.0107500792772157,#4363d8
203,PS,PS 40:4|PS 18:0_22:4,0.257679932835419,0.272173165099829,#9A6324
204,PC O-,PC O-38:5|PC O-18:1_20:4,0.073686731170195,-0.171912409233101,#bfef45
205,PC O-,PC O-38:5|PC O-18:1_20:4,-0.0307798527064662,0.00977561975676267,#bfef45
206,PC O-,PC O-38:5|PC O-16:1_22:4,-0.0584795006121475,-0.096987218993398,#bfef45
207,PC,PC 37:4|PC 17:0_20:4,-0.0728326972462661,-0.0538053191270365,#f032e6
208,PC O-,PC O-38:4|PC O-18:0_20:4,-0.324003380882242,-0.185060806101745,#bfef45
209,PG,PG 42:10|PG 20:4_22:6,-0.117079108361988,-0.00701923732776777,#42d4f4
210,PI,PI O-36:4|PI O-16:0_20:4,-0.277025690149895,-0.225314939237204,#e6194B
211,PC O-,PC O-38:1|PC O-18:0_20:1,0.545884740210667,-0.0989961835294721,#bfef45
212,PC,PC 38:7|PC 16:1_22:6,-0.169946328547031,-0.0787388278113994,#f032e6
213,PC,PC 38:6|PC 16:0_22:6,-0.130923799401678,0.000173291008252363,#f032e6
214,PC,PC 38:5|PC 16:0_22:5,-0.311021358962982,-0.287470117275419,#f032e6
215,PC,PC 38:5|PC 18:1_20:4,-0.0352374279614125,-0.00184368018926406,#f032e6
216,PC,PC 38:5|PC 16:0_22:5,0.130455085707556,0.223224885725596,#f032e6
217,PC,PC 38:4|PC 18:0_20:4,-0.0822949821205157,-0.0123551383615137,#f032e6
218,SM,SM 42:3;O2,-0.065360027908536,0.0576480425411781,green
219,PS,PS 42:9,-0.234331931605862,0.034385151555405,#9A6324
220,PC,PC 37:4;O|PC 20:3_17:1;O,0.118831561018812,-0.0807593160361897,#f032e6
221,PC,PC 38:3|PC 18:0_20:3,-0.0506985959164226,-0.0750453170343519,#f032e6
222,PI,PI 36:4|PI 16:0_20:4,-0.177886545039378,0.0238246944759553,#e6194B
223,SM,SM 42:2;O2,0.222353121506302,0.097744523506794,green
224,PC,PC 38:2|PC 18:1_20:1,0.172439476619395,0.146841110078093,#f032e6
225,PC,PC 38:2|PC 18:0_20:2,0.159398054143178,0.0415350264154029,#f032e6
226,PC O-,PC O-40:8|PC O-18:2_22:6,0.259402677719159,0.240310375248086,#bfef45
227,PE,PE 46:12|PE 22:6_24:6,-0.122635462435447,-0.105777712741819,#4363d8
228,PC O-,PC O-40:7|PC O-18:1_22:6,-0.177406930763198,-0.0332219052064069,#bfef45
229,SHexCer,SHexCer 40:1;O2,0.314885340298673,-0.138793088978957,#469990
230,PC,PC 39:6|PC 17:0_22:6,-0.130540504399612,-0.0664843935987847,#f032e6
231,PG,PG 44:12|PG 22:6_22:6,-0.133254107693631,-0.00375569194788739,#42d4f4
232,PC O-,PC O-40:5|PC O-18:1_22:4,-0.0461745121876014,0.00684689682398343,#bfef45
233,PG,PG 44:11|PG 22:5_22:6,-0.638087222419809,-0.358278893024444,#42d4f4
234,PG,PG 44:11|PG 22:5_22:6,0.157834531842404,0.257106238504679,#42d4f4
235,PC,PC 39:4|PC 19:0_20:4,0.0506489745869487,0.152546226403043,#f032e6
236,PC O-,PC O-40:4|PC O-16:0_24:4,0.175887421784413,0.298716052054093,#bfef45
237,PG,PG 44:10|PG 22:5_22:5,0.428532353900565,0.5826907243274559,#42d4f4
238,PG,PG 44:10|PG 22:4_22:6,0.0418426710922049,-0.0376208028859644,#42d4f4
239,PI,PI O-38:5|PI O-18:1_20:4,-0.187314941370534,-0.255662564124911,#e6194B
240,PI,PI 37:4|PI 17:0_20:4,-0.22485243613184,-0.0382562908754558,#e6194B
241,PG,PG 44:9|PG 22:4_22:5,0.388137374446767,0.230460148905074,#42d4f4
242,PC,PC 40:8|PC 20:4_20:4,-0.0836664983241349,-0.0334553941539397,#f032e6
243,PC,PC 40:8|PC 18:2_22:6,-0.1839415911003,-0.197098989383871,#f032e6
244,SHexCer,SHexCer 41:2;O2,0.183662752470891,0.0286741485627786,#469990
245,SHexCer,SHexCer 41:2;O2,0.461448120211475,0.180024282158772,#469990
246,PC O-,PC O-40:1|PC O-16:0_24:1,-0.00821345654141226,-0.353335213887448,#bfef45
247,SM,SM 42:1;O2,-0.0991978046442874,0.177469900252131,green
248,PC,PC 40:7|PC 18:1_22:6,-0.12441228637331,0.0266914221407433,#f032e6
